,satz,id,party,period,date,name,redner_id,discussion_title,Sentiment_Label,Sentiment_Score,topic
168779,"Wenn der AfD-Chef Tino Chrupalla in Bezug auf das Opfer von Illerkirchberg von „Solidarität mit Deutschen mit Migrationshintergrund“ spricht, ist das geradezu dreist.",ID207517000,DIE LINKE,18,2022-12-14,Gökay Akbulut,11004653,Zusatzpunkt 2 2022-12-14,neutral,0.9995148181915284,103_hanau_opfer_unvar_rassismus
168780,Alice Weidels rassistische Hetztirade von den „Kopftuchmädchen“ und „alimentierten Messermännern“ ist uns allen noch gut im Gedächtnis.,ID207517000,DIE LINKE,18,2022-12-14,Gökay Akbulut,11004653,Zusatzpunkt 2 2022-12-14,neutral,0.9746164679527284,103_hanau_opfer_unvar_rassismus
168781,Als Deutsche mit Migrationsgeschichte und als Mitglied der alevitischen Gemeinde sage ich Ihnen: Wir brauchen Ihre verlogene Solidarität nicht!,ID207517000,DIE LINKE,18,2022-12-14,Gökay Akbulut,11004653,Zusatzpunkt 2 2022-12-14,negative,0.8492252826690674,103_hanau_opfer_unvar_rassismus
168782,Die AfD redet gerne von „importierter Kriminalität“.,ID207517000,DIE LINKE,18,2022-12-14,Gökay Akbulut,11004653,Zusatzpunkt 2 2022-12-14,neutral,0.999278962612152,103_hanau_opfer_unvar_rassismus
168783,Tatsächlich nimmt sie es selber mit Recht und Gesetz nicht so genau.,ID207517000,DIE LINKE,18,2022-12-14,Gökay Akbulut,11004653,Zusatzpunkt 2 2022-12-14,neutral,0.999790608882904,103_hanau_opfer_unvar_rassismus
168784,"„Die Welt“ hatte recherchiert, dass gegen rund 10 Prozent der AfD-Abgeordneten in Bund und Ländern Verfahren bei Gerichten und Staatsanwaltschaften anhängig sind.",ID207517000,DIE LINKE,18,2022-12-14,Gökay Akbulut,11004653,Zusatzpunkt 2 2022-12-14,neutral,0.9999881982803344,103_hanau_opfer_unvar_rassismus
168785,Da ist alles Mögliche dabei: von sexueller Nötigung über Steuerhinterziehung bis hin zu gefährlicher Körperverletzung.,ID207517000,DIE LINKE,18,2022-12-14,Gökay Akbulut,11004653,Zusatzpunkt 2 2022-12-14,neutral,0.9995887875556946,103_hanau_opfer_unvar_rassismus
168786,"Seit vergangener Woche ist die ehemalige AfD-Bundestagsabgeordnete Malsack-Winkemann, die offenbar Reichsjustizministerin werden wollte, in Untersuchungshaft.",ID207517000,DIE LINKE,18,2022-12-14,Gökay Akbulut,11004653,Zusatzpunkt 2 2022-12-14,neutral,0.9999756813049316,103_hanau_opfer_unvar_rassismus
168787,"Ja, meine Damen und Herren, es gibt kriminelle Parallelgesellschaften in Deutschland – im Bundestag sitzt sie hier vorne rechts.",ID207517000,DIE LINKE,18,2022-12-14,Gökay Akbulut,11004653,Zusatzpunkt 2 2022-12-14,neutral,0.9988603591918944,103_hanau_opfer_unvar_rassismus
168788,"Zum Thema „Antisemitismus und Zuwanderung“ möchte ich darauf hinweisen, dass die AfD im Geschichtsunterricht offensichtlich erneut geschlafen hat und dass sie vergessen hat, dass 6 Millionen Jüdinnen und Juden in Deutschland ermordet worden sind.",ID207517000,DIE LINKE,18,2022-12-14,Gökay Akbulut,11004653,Zusatzpunkt 2 2022-12-14,neutral,0.9999152421951294,103_hanau_opfer_unvar_rassismus
168789,Schmähreliefs an Kirchenwänden zeigen eine jahrhundertalte Tradition des Antisemitismus in Deutschland.,ID207517000,DIE LINKE,18,2022-12-14,Gökay Akbulut,11004653,Zusatzpunkt 2 2022-12-14,neutral,0.9999898672103882,103_hanau_opfer_unvar_rassismus
168790,"Wenn die AfD jetzt so tut, als sei Antisemitismus importiert worden, ist das einfach geschichtsblind und relativiert die historische Verantwortung, die wir alle in diesem Land haben.",ID207517000,DIE LINKE,18,2022-12-14,Gökay Akbulut,11004653,Zusatzpunkt 2 2022-12-14,neutral,0.9976372718811036,103_hanau_opfer_unvar_rassismus
168791,Wir setzen uns gegen jede Form von Antisemitismus und Rassismus ein.,ID207517000,DIE LINKE,18,2022-12-14,Gökay Akbulut,11004653,Zusatzpunkt 2 2022-12-14,neutral,0.9984787106513976,103_hanau_opfer_unvar_rassismus
168792,"Auch wenn Sie es nicht wahrhaben wollen: Es gibt, verdammt noch mal, keinen kausalen Zusammenhang zwischen Herkunft und strafrechtlichem Verhalten.",ID207517000,DIE LINKE,18,2022-12-14,Gökay Akbulut,11004653,Zusatzpunkt 2 2022-12-14,neutral,0.9726710319519044,103_hanau_opfer_unvar_rassismus
168793,Vielen Dank.,ID207517000,DIE LINKE,18,2022-12-14,Gökay Akbulut,11004653,Zusatzpunkt 2 2022-12-14,positive,0.7992586493492126,103_hanau_opfer_unvar_rassismus
168794,Für die FDP hat nun der Kollege Stephan Thomae das Wort.,ID207517000,DIE LINKE,18,2022-12-14,Gökay Akbulut,11004653,Zusatzpunkt 2 2022-12-14,neutral,0.9999550580978394,103_hanau_opfer_unvar_rassismus
175158,Sehr geehrte Frau Präsidentin!,ID209101400,unknown,18,2023-03-16,Emily Vontz,11005302,Tagesordnungspunkt 7 2023-03-16,negative,0.979025423526764,103_hanau_opfer_unvar_rassismus
175159,Liebe Kolleginnen und Kollegen!,ID209101400,unknown,18,2023-03-16,Emily Vontz,11005302,Tagesordnungspunkt 7 2023-03-16,negative,0.7584747672080994,103_hanau_opfer_unvar_rassismus
175160,Liebe Besucher/-innen!,ID209101400,unknown,18,2023-03-16,Emily Vontz,11005302,Tagesordnungspunkt 7 2023-03-16,negative,0.769296407699585,103_hanau_opfer_unvar_rassismus
175161,"Midheta Kaloper, eine Frau mit blonder Hochsteckfrisur, schaut mir in die Augen und spricht davon, dass sie in meinem Alter – mit 22 – im Krieg vergewaltigt wurde.",ID209101400,unknown,18,2023-03-16,Emily Vontz,11005302,Tagesordnungspunkt 7 2023-03-16,neutral,0.9825894832611084,103_hanau_opfer_unvar_rassismus
175162,Im Raum wird es ganz still.,ID209101400,unknown,18,2023-03-16,Emily Vontz,11005302,Tagesordnungspunkt 7 2023-03-16,neutral,0.9999370574951172,103_hanau_opfer_unvar_rassismus
175163,Mein Herz zieht sich zusammen.,ID209101400,unknown,18,2023-03-16,Emily Vontz,11005302,Tagesordnungspunkt 7 2023-03-16,neutral,0.9999376535415648,103_hanau_opfer_unvar_rassismus
175164,"Neben ihr sitzt Ajna Jusic, eine junge Frau mit kurzen schwarzen Haaren.",ID209101400,unknown,18,2023-03-16,Emily Vontz,11005302,Tagesordnungspunkt 7 2023-03-16,neutral,0.999990940093994,103_hanau_opfer_unvar_rassismus
175165,"Sie erzählt, dass sie ihren Vater nicht kennt, dass sie aber weiß, dass er ihre Mutter vergewaltigt hat und dass er wahrscheinlich noch irgendwo lebt – so wie viele andere Männer, Soldaten, die im Bosnien-Krieg Vergewaltigung als Kriegswaffe eingesetzt haben.",ID209101400,unknown,18,2023-03-16,Emily Vontz,11005302,Tagesordnungspunkt 7 2023-03-16,neutral,0.9999908208847046,103_hanau_opfer_unvar_rassismus
175166,Das war ein kleiner Einblick in die Sitzung der Europa AG der SPD von vorgestern.,ID209101400,unknown,18,2023-03-16,Emily Vontz,11005302,Tagesordnungspunkt 7 2023-03-16,neutral,0.999985694885254,103_hanau_opfer_unvar_rassismus
175167,Dort waren Vertreter/-innen von bosnischen Frauenrechtsorganisationen und haben über ihre Schicksale und Erfahrungen im Krieg gesprochen.,ID209101400,unknown,18,2023-03-16,Emily Vontz,11005302,Tagesordnungspunkt 7 2023-03-16,neutral,0.999991536140442,103_hanau_opfer_unvar_rassismus
175168,Sexualisierte Gewalt ist die günstigste Waffe im Krieg.,ID209101400,unknown,18,2023-03-16,Emily Vontz,11005302,Tagesordnungspunkt 7 2023-03-16,neutral,0.9996065497398376,103_hanau_opfer_unvar_rassismus
175169,"Vergewaltigungen zerstören Frauen und ganze Gesellschaften, und ihre Folgen dauern jahrzehntelang an.",ID209101400,unknown,18,2023-03-16,Emily Vontz,11005302,Tagesordnungspunkt 7 2023-03-16,neutral,0.999988317489624,103_hanau_opfer_unvar_rassismus
175170,"Frauen, die vergewaltigt wurden, werden als beschmutzt angesehen.",ID209101400,unknown,18,2023-03-16,Emily Vontz,11005302,Tagesordnungspunkt 7 2023-03-16,neutral,0.9998132586479188,103_hanau_opfer_unvar_rassismus
175171,"Kinder, die aus einer Vergewaltigung hervorgehen, werden ausgegrenzt.",ID209101400,unknown,18,2023-03-16,Emily Vontz,11005302,Tagesordnungspunkt 7 2023-03-16,neutral,0.9999771118164062,103_hanau_opfer_unvar_rassismus
175172,"Frauen leiden nach den Übergriffen an sexuell übertragbaren Krankheiten, an Unfruchtbarkeit und auch an Selbstmordgedanken.",ID209101400,unknown,18,2023-03-16,Emily Vontz,11005302,Tagesordnungspunkt 7 2023-03-16,neutral,0.9999822378158568,103_hanau_opfer_unvar_rassismus
175173,"Wie damals die bosnischen Frauen, erleben auch Frauen in der Ukraine sexualisierte Gewalt.",ID209101400,unknown,18,2023-03-16,Emily Vontz,11005302,Tagesordnungspunkt 7 2023-03-16,neutral,0.9999908208847046,103_hanau_opfer_unvar_rassismus
175174,Seit dem Beginn des völkerrechtswidrigen Angriffs durch Russland auf die Ukraine gibt es darüber immer wieder Berichte.,ID209101400,unknown,18,2023-03-16,Emily Vontz,11005302,Tagesordnungspunkt 7 2023-03-16,neutral,0.999990701675415,103_hanau_opfer_unvar_rassismus
175175,Diese Schicksale müssen gehört werden!,ID209101400,unknown,18,2023-03-16,Emily Vontz,11005302,Tagesordnungspunkt 7 2023-03-16,neutral,0.934175670146942,103_hanau_opfer_unvar_rassismus
175176,Diese Frauen müssen gesehen werden!,ID209101400,unknown,18,2023-03-16,Emily Vontz,11005302,Tagesordnungspunkt 7 2023-03-16,neutral,0.9352560639381408,103_hanau_opfer_unvar_rassismus
175177,Sie verdienen unsere volle Aufmerksamkeit.,ID209101400,unknown,18,2023-03-16,Emily Vontz,11005302,Tagesordnungspunkt 7 2023-03-16,positive,0.9873443841934204,103_hanau_opfer_unvar_rassismus
175178,"Aber was können wir heute, hier und jetzt, tun?",ID209101400,unknown,18,2023-03-16,Emily Vontz,11005302,Tagesordnungspunkt 7 2023-03-16,neutral,0.9651695489883424,103_hanau_opfer_unvar_rassismus
175179,Wir stehen als Europäische Union an der Seite der Ukraine.,ID209101400,unknown,18,2023-03-16,Emily Vontz,11005302,Tagesordnungspunkt 7 2023-03-16,neutral,0.9999614953994752,103_hanau_opfer_unvar_rassismus
175180,Die Europäische Union ist eine Wertegemeinschaft.,ID209101400,unknown,18,2023-03-16,Emily Vontz,11005302,Tagesordnungspunkt 7 2023-03-16,neutral,0.9999901056289672,103_hanau_opfer_unvar_rassismus
175181,Seit ihrer Gründung bekämpft sie die Diskriminierung aufgrund des Geschlechts und setzt sich weltweit für Frauenrechte ein.,ID209101400,unknown,18,2023-03-16,Emily Vontz,11005302,Tagesordnungspunkt 7 2023-03-16,neutral,0.9999914169311525,103_hanau_opfer_unvar_rassismus
175182,Bei der nächsten Sitzung des Europäischen Rates wird es auch um Frauen im Krieg gehen.,ID209101400,unknown,18,2023-03-16,Emily Vontz,11005302,Tagesordnungspunkt 7 2023-03-16,neutral,0.9999822378158568,103_hanau_opfer_unvar_rassismus
175183,"Ich bin der festen Überzeugung, dass der Rat die Achtung des humanitären Völkerrechts im Ukrainekrieg fordern, die sexualisierte Gewalt gegen Frauen auf das Schärfste verurteilen und die strafrechtliche Verfolgung der Kriegsverbrechen in vollem Umfang anstreben wird.",ID209101400,unknown,18,2023-03-16,Emily Vontz,11005302,Tagesordnungspunkt 7 2023-03-16,neutral,0.9999388456344604,103_hanau_opfer_unvar_rassismus
175184,Als EU-Bürger/-innen können wir den Krieg in der Ukraine ausblenden.,ID209101400,unknown,18,2023-03-16,Emily Vontz,11005302,Tagesordnungspunkt 7 2023-03-16,neutral,0.9828800559043884,103_hanau_opfer_unvar_rassismus
